0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
5047620030,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047620029,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047620028,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047620027,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047620025,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047620022,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,5,1
5047620019,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047620003,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047620002,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047620001,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047610016,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047610012,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047610008,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047610001,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047600012,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047600001,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047590017,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047590013,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047590011,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1
5047590009,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047590001,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047580100,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047580019,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047580016,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047580015,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1
5047580014,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047580013,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047580012,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1
5047580011,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047580008,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1
5047580005,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047580001,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047540085,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540081,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540076,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540071,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540068,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540067,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540066,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540063,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540062,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540061,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
5047540060,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540059,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540058,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540057,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540055,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540054,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540053,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1,4,1
5047540051,,1,,1,,1,,1,4,1,4,1,4,1,4,1,4,1
5047540050,4,1,4,1,4,1,4,1,4,1,,1,4,1,4,1,4,1
5047540049,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540047,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540045,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540040,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540039,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540038,4,1,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1
5047540037,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540036,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540035,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540034,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540031,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540029,4,1,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1
5047540027,4,1,4,1,4,1,4,1,4,1,1,1,1,1,1,1,1,1
5047540025,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
