BBL,Latitude,Longitude
5047620025,40.55480966,-74.11620217
5041600052,40.55724345,-74.1138949
5047670035,40.55470161,-74.11650391
5041600325,40.55347337,-74.10987939
5047910053,40.55095387,-74.11268054
5046750008,40.55900194,-74.11821838
5047930126,40.55307165,-74.11663479
5041600327,40.55352713,-74.10993532
5041600029,40.55624844,-74.11276645
5047390001,40.55447987,-74.12021853
5047910085,40.5511096,-74.11257384
5047680052,40.55481661,-74.1119093
5046910030,40.55618181,-74.12189539
5046750036,40.55896712,-74.11888237
5046790024,40.55673942,-74.11602771
5047760360,40.55360608,-74.11276185
5048030026,40.55036957,-74.113336
5047910058,40.55117783,-74.11297318
5046800045,40.55819718,-74.11970938
5047400014,40.55524633,-74.12294779
5047670007,40.55386831,-74.11584563
5047670039,40.55450807,-74.11626979
5041600359,40.55489162,-74.11135484
5046870020,40.5563424,-74.12008776
5047540061,40.55636348,-74.11351541
5046900116,40.55559893,-74.11735432
5046760043,40.55786251,-74.11779929
5047460096,40.55406967,-74.11809359
5046910040,40.55649616,-74.12155243
5046940011,40.55494835,-74.1191271
5047460077,40.55394272,-74.11943508
5047920132,40.55386813,-74.11656557
5046950033,40.55464432,-74.11870035
5046800039,40.5580123,-74.11990796
5046760019,40.55822677,-74.11692228
5047400021,40.55483869,-74.12246729
5046760068,40.5581487,-74.11827383
5046800036,40.55791824,-74.12000898
5046890013,40.55578394,-74.11823786
5046900119,40.5555135,-74.11721281
5046830017,40.55639753,-74.11751199
5046840034,40.55636296,-74.11685165
5046830012,40.5566228,-74.11731403
5046860020,40.55700692,-74.12075966
5046890002,40.55619837,-74.11833421
5047920076,40.55164554,-74.1138726
5046810022,40.55730206,-74.11922685
5046900031,40.55506519,-74.11791499
5046890024,40.55537712,-74.1186645
5046820001,40.55752841,-74.11815855
5047910090,40.55089608,-74.11234846
5046760041,40.55779398,-74.11768622
5046750034,40.55886152,-74.1189958
5047460071,40.55372297,-74.11967225
5041600023,40.55602668,-74.11253573
5048020022,40.55067644,-74.1128201
5046760001,40.55880918,-74.11788916
5047590013,40.55619284,-74.11418371
5041600355,40.55475829,-74.11121612
5048030018,40.55069048,-74.11368869
5041600341,40.55420443,-74.11063992
5047930114,40.55273502,-74.11627564
5047540050,40.5568605,-74.11402914
5047460085,40.55369081,-74.11879829
5047460025,40.55344598,-74.11849653
5047760090,40.55309801,-74.11365262
